off	preposition	away from and no longer touching	away from; down from	narrower
off	preposition	away from and no longer touching	not wanting or allowed to have (food etc)	none
off	preposition	away from and no longer touching	out of (a vehicle, train etc)	none
off	preposition	in a position away from	away from; down from	narrower
off	preposition	in a position away from	not wanting or allowed to have (food etc)	none
off	preposition	in a position away from	out of (a vehicle, train etc)	none
off	preposition	not inside a large vehicle used by the public	away from; down from	none
off	preposition	not inside a large vehicle used by the public	not wanting or allowed to have (food etc)	none
off	preposition	not inside a large vehicle used by the public	out of (a vehicle, train etc)	exact
off	preposition	subtracted from a price	away from; down from	none
off	preposition	subtracted from a price	not wanting or allowed to have (food etc)	none
off	preposition	subtracted from a price	out of (a vehicle, train etc)	none
off	preposition	not eating or taking	away from; down from	none
off	preposition	not eating or taking	not wanting or allowed to have (food etc)	exact
off	preposition	not eating or taking	out of (a vehicle, train etc)	none
off	adverb	away from a place	away (from a place, time etc)	narrower
off	adverb	away from a place	not working; not giving power etc	none
off	adverb	away from a place	not at work	none
off	adverb	away from a place	completely	none
off	adverb	away from a place	not as good as usual, or as it should be	none
off	adverb	away from a place	(of food) rotten	none
off	adverb	away from a place	out of a vehicle, train etc	none
off	adverb	away from a place	cancelled	none
off	adverb	removed or separated from	away (from a place, time etc)	none
off	adverb	removed or separated from	not working; not giving power etc	none
off	adverb	removed or separated from	not at work	none
off	adverb	removed or separated from	completely	none
off	adverb	removed or separated from	not as good as usual, or as it should be	none
off	adverb	removed or separated from	(of food) rotten	none
off	adverb	removed or separated from	out of a vehicle, train etc	broader
off	adverb	removed or separated from	cancelled	none
off	adverb	not at work or school	away (from a place, time etc)	none
off	adverb	not at work or school	not working; not giving power etc	none
off	adverb	not at work or school	not at work	broader
off	adverb	not at work or school	completely	none
off	adverb	not at work or school	not as good as usual, or as it should be	none
off	adverb	not at work or school	(of food) rotten	none
off	adverb	not at work or school	out of a vehicle, train etc	none
off	adverb	not at work or school	cancelled	none
off	adverb	indicates a reduction in price	away (from a place, time etc)	none
