especial	adjective	Que é relativo a uma espécie.	Relativo a uma espécie.	exact
especial	adjective	Que é relativo a uma espécie.	Próprio.	none
especial	adjective	Que é relativo a uma espécie.	Peculiar.	none
especial	adjective	Que é relativo a uma espécie.	Particular.	none
especial	adjective	Que é relativo a uma espécie.	Exclusivo.	none
especial	adjective	Que é relativo a uma espécie.	Superior, distinto.	none
especial	adjective	Que tem, dadas as características, uma finalidade ou um uso particulares. ≈ adequado, específico, próprio. ≠ geral.	Relativo a uma espécie.	none
especial	adjective	Que tem, dadas as características, uma finalidade ou um uso particulares. ≈ adequado, específico, próprio. ≠ geral.	Próprio.	none
especial	adjective	Que tem, dadas as características, uma finalidade ou um uso particulares. ≈ adequado, específico, próprio. ≠ geral.	Peculiar.	narrower
especial	adjective	Que tem, dadas as características, uma finalidade ou um uso particulares. ≈ adequado, específico, próprio. ≠ geral.	Particular.	none
especial	adjective	Que tem, dadas as características, uma finalidade ou um uso particulares. ≈ adequado, específico, próprio. ≠ geral.	Exclusivo.	none
especial	adjective	Que tem, dadas as características, uma finalidade ou um uso particulares. ≈ adequado, específico, próprio. ≠ geral.	Superior, distinto.	none
especial	adjective	Que é próprio de alguém ou de alguma coisa. ≈ característico, pessoal, típico.	Relativo a uma espécie.	none
especial	adjective	Que é próprio de alguém ou de alguma coisa. ≈ característico, pessoal, típico.	Próprio.	none
especial	adjective	Que é próprio de alguém ou de alguma coisa. ≈ característico, pessoal, típico.	Peculiar.	narrower
especial	adjective	Que é próprio de alguém ou de alguma coisa. ≈ característico, pessoal, típico.	Particular.	none
especial	adjective	Que é próprio de alguém ou de alguma coisa. ≈ característico, pessoal, típico.	Exclusivo.	none
especial	adjective	Que é próprio de alguém ou de alguma coisa. ≈ característico, pessoal, típico.	Superior, distinto.	none
especial	adjective	Que se aplica exclusivamente a alguém ou a alguma coisa. ≈ exclusivo, particular, privado.	Relativo a uma espécie.	none
especial	adjective	Que se aplica exclusivamente a alguém ou a alguma coisa. ≈ exclusivo, particular, privado.	Próprio.	none
especial	adjective	Que se aplica exclusivamente a alguém ou a alguma coisa. ≈ exclusivo, particular, privado.	Peculiar.	none
especial	adjective	Que se aplica exclusivamente a alguém ou a alguma coisa. ≈ exclusivo, particular, privado.	Particular.	none
especial	adjective	Que se aplica exclusivamente a alguém ou a alguma coisa. ≈ exclusivo, particular, privado.	Exclusivo.	narrower
especial	adjective	Que se aplica exclusivamente a alguém ou a alguma coisa. ≈ exclusivo, particular, privado.	Superior, distinto.	none
especial	adjective	Que constitui excepção. ≈ exclusivo, extraordinário.	Relativo a uma espécie.	none
especial	adjective	Que constitui excepção. ≈ exclusivo, extraordinário.	Próprio.	none
especial	adjective	Que constitui excepção. ≈ exclusivo, extraordinário.	Peculiar.	none
especial	adjective	Que constitui excepção. ≈ exclusivo, extraordinário.	Particular.	none
especial	adjective	Que constitui excepção. ≈ exclusivo, extraordinário.	Exclusivo.	narrower
especial	adjective	Que constitui excepção. ≈ exclusivo, extraordinário.	Superior, distinto.	none
especial	adjective	Que não é comum, que possui características muito peculiares. ≈ diferente, esquisito, invulgar.	Relativo a uma espécie.	none
especial	adjective	Que não é comum, que possui características muito peculiares. ≈ diferente, esquisito, invulgar.	Próprio.	none
especial	adjective	Que não é comum, que possui características muito peculiares. ≈ diferente, esquisito, invulgar.	Peculiar.	none
especial	adjective	Que não é comum, que possui características muito peculiares. ≈ diferente, esquisito, invulgar.	Particular.	none
especial	adjective	Que não é comum, que possui características muito peculiares. ≈ diferente, esquisito, invulgar.	Exclusivo.	none
especial	adjective	Que não é comum, que possui características muito peculiares. ≈ diferente, esquisito, invulgar.	Superior, distinto.	none
especial	adjective	Que é único, que não tem comparação. ≈ inconfundível, singular. ≠ comum, vulgar.	Relativo a uma espécie.	none
especial	adjective	Que é único, que não tem comparação. ≈ inconfundível, singular. ≠ comum, vulgar.	Próprio.	none
especial	adjective	Que é único, que não tem comparação. ≈ inconfundível, singular. ≠ comum, vulgar.	Peculiar.	none
especial	adjective	Que é único, que não tem comparação. ≈ inconfundível, singular. ≠ comum, vulgar.	Particular.	none
especial	adjective	Que é único, que não tem comparação. ≈ inconfundível, singular. ≠ comum, vulgar.	Exclusivo.	none
especial	adjective	Que é único, que não tem comparação. ≈ inconfundível, singular. ≠ comum, vulgar.	Superior, distinto.	none
especial	adjective	Que é de óptima qualidade. ≈ distinto, excelente, notável.	Relativo a uma espécie.	none
especial	adjective	Que é de óptima qualidade. ≈ distinto, excelente, notável.	Próprio.	none
especial	adjective	Que é de óptima qualidade. ≈ distinto, excelente, notável.	Peculiar.	none
especial	adjective	Que é de óptima qualidade. ≈ distinto, excelente, notável.	Particular.	none
especial	adjective	Que é de óptima qualidade. ≈ distinto, excelente, notável.	Exclusivo.	none
especial	adjective	Que é de óptima qualidade. ≈ distinto, excelente, notável.	Superior, distinto.	exact
especial	adjective	efeitos+ especiais.	Relativo a uma espécie.	none
especial	adjective	efeitos+ especiais.	Próprio.	none
especial	adjective	efeitos+ especiais.	Peculiar.	none
especial	adjective	efeitos+ especiais.	Particular.	none
especial	adjective	efeitos+ especiais.	Exclusivo.	none
especial	adjective	efeitos+ especiais.	Superior, distinto.	none
especial	adjective	garantias+ especiais das obrigações.	Relativo a uma espécie.	none
especial	adjective	garantias+ especiais das obrigações.	Próprio.	none
especial	adjective	garantias+ especiais das obrigações.	Peculiar.	none
especial	adjective	garantias+ especiais das obrigações.	Particular.	none
especial	adjective	garantias+ especiais das obrigações.	Exclusivo.	none
especial	adjective	garantias+ especiais das obrigações.	Superior, distinto.	none
especificidade	noun	O que é intrínseco de alguém ou de alguma coisa, o que se distingue algo do geral; qualidade do que é específico.	Qualidade característica de uma espécie.	exact
especificidade	noun	Biol. Caracterização particularizada de uma espécie; o que constitui e caracteriza a espécie.	Qualidade característica de uma espécie.	none
especificidade	noun	Med. Propriedade de uma doença cujos sintomas e características são nítidos e constantes e de causa sempre semelhante.	Qualidade característica de uma espécie.	none
espectrologia	noun	Parte da Física que trata dos fenómenos espectrais; estudo geral dos espectros luminosos.	Phýs. Tratado dos fenómenos espectrais.	none
espectrologia	noun	Tratado em que se estuda o conjunto dos fenómenos espectrais.	Phýs. Tratado dos fenómenos espectrais.	exact
especulativo	adjective	Que é objecto de considerações exclusivamente abstractas; que tem carácter de teoria, de especulação. ≈ teórico.	Em que há especulação.	exact
especulativo	adjective	Que é objecto de considerações exclusivamente abstractas; que tem carácter de teoria, de especulação. ≈ teórico.	Que é teórico.	none
especulativo	adjective	Que é objecto de considerações exclusivamente abstractas; que tem carácter de teoria, de especulação. ≈ teórico.	Relativo a especulação.	none
especulativo	adjective	Que se dedica ao estudo do que é puramente teórico, sem ter em conta a realidade, a prática. ≈ teórico. ≠ prático.	Em que há especulação.	none
especulativo	adjective	Que se dedica ao estudo do que é puramente teórico, sem ter em conta a realidade, a prática. ≈ teórico. ≠ prático.	Que é teórico.	exact
