alighogy		adverb-| 〈Vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	conjunction-|  <Annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy		adverb-| 〈Vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	conjunction-| <Annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	none
alighogy		adverb-| 〈Vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	adverb-| <Vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	none
alighogy		adverb-| 〈Vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	adverb-| <Mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
alighogy		adverb-| 〈Vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	adverb-| A szóban forgó mennyiséget, számot kevés híján elérve	none
alighogy		adverb-| 〈Vmely tulajdonságnak, vmely cselekvés, történés mértékének stb. fokozati skálán való elhelyezésére.〉	adverb-| <Tagadással együtt: valamely várható, valószínű, fenyegető esemény vagy cselekvés bevezetésére:> kicsibe múlt, hogy … nem …; csaknem, majdnem	none
alighogy		adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	conjunction-|  <Annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy		adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	conjunction-| <Annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	none
alighogy		adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| <Vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	narrower
alighogy		adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| <Mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
alighogy		adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| A szóban forgó mennyiséget, számot kevés híján elérve	none
alighogy		adverb-| 〈vmely cselekvés, történés stb. csekély mértékének, gyengeségének kif-ére〉	adverb-| <Tagadással együtt: valamely várható, valószínű, fenyegető esemény vagy cselekvés bevezetésére:> kicsibe múlt, hogy … nem …; csaknem, majdnem	none
alighogy		adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	conjunction-|  <Annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy		adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	conjunction-| <Annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	none
alighogy		adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	adverb-| <Vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	none
alighogy		adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	adverb-| <Mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
alighogy		adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	adverb-| A szóban forgó mennyiséget, számot kevés híján elérve	none
alighogy		adverb-| 〈vmely tulajdonság, állapot csekély, gyenge voltának kif-ére〉	adverb-| <Tagadással együtt: valamely várható, valószínű, fenyegető esemény vagy cselekvés bevezetésére:> kicsibe múlt, hogy … nem …; csaknem, majdnem	none
alighogy		adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	conjunction-|  <Annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy		adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	conjunction-| <Annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	none
alighogy		adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| <Vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	exact
alighogy		adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| <Mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
alighogy		adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| A szóban forgó mennyiséget, számot kevés híján elérve	none
alighogy		adverb-| 〈vmely dolog, cselekvés stb. nehéz, szinte lehetetlen voltának kif-ére:〉 épphogy, éppen csak hogy	adverb-| <Tagadással együtt: valamely várható, valószínű, fenyegető esemény vagy cselekvés bevezetésére:> kicsibe múlt, hogy … nem …; csaknem, majdnem	none
alighogy		adverb-| 〈vmely esemény, cselekvés, történés ritka voltának kif-ére〉	conjunction-|  <Annak kifejezésére, hogy a vele kapcsolt mondatban foglalt cselekvés, történés, állapot még jóformán be sem fejeződött, mikor a másik mondatbeli megkezdődik; a főmondatban gyak. máris, azonnal, rögtön határozószó nyomósítja a két mondat cselekvésének érintkezését:> mihelyt, amint	none
alighogy		adverb-| 〈vmely esemény, cselekvés, történés ritka voltának kif-ére〉	conjunction-| <Annak érzékeltetésére, hogy a vele kapcsolt mellékmondatban foglaltak után vmi nem várt, meglepő, szokatlan cselekvés, történés, állapot következik be; a következő mondatot rendsz. s kötőszó vezeti be.>	related
alighogy		adverb-| 〈vmely esemény, cselekvés, történés ritka voltának kif-ére〉	adverb-| <Vmely kívánatos állapot, tulajdonság nagyon kis mértékére, vmely cselekvés végrehajtásának alig lehetséges voltára, végbemenésének nehézségeire utalva:> éppen csak, éppen (csak) hogy, nagy nehezen, de azért …	none
alighogy		adverb-| 〈vmely esemény, cselekvés, történés ritka voltának kif-ére〉	adverb-| <Mennyiség- v. számfogalom neve előtt, azzal együtt:> körülbelül a szóban forgó, csekélynek tartott mennyiségű, számú; alig	none
