aaien	verb	1 Streelen, zacht met de hand over iets heen strijken, met het doel om een aangenaam gevoel te verwekken.	1.0 als liefkozing met een strijkende beweging zacht aanraken; zacht over iets heen strijken om een aangenaam gevoel op te wekken; het geven van een aai of van meerdere aaien	none
aaien	verb	1 Streelen, zacht met de hand over iets heen strijken, met het doel om een aangenaam gevoel te verwekken.	2.0 licht aanraken; zacht over iets heen strijken	exact
aaien	verb	1 Streelen, zacht met de hand over iets heen strijken, met het doel om een aangenaam gevoel te verwekken.	2.1 op een zachte of kriebelende manier in contact komen; zacht over iets heen strijken; licht aanraken	none
aaien	verb	2 Overdrachtelijk: Vleien.	1.0 als liefkozing met een strijkende beweging zacht aanraken; zacht over iets heen strijken om een aangenaam gevoel op te wekken; het geven van een aai of van meerdere aaien	none
aaien	verb	2 Overdrachtelijk: Vleien.	2.0 licht aanraken; zacht over iets heen strijken	none
aaien	verb	2 Overdrachtelijk: Vleien.	2.1 op een zachte of kriebelende manier in contact komen; zacht over iets heen strijken; licht aanraken	none
aaien	verb	3 Ironisch: Iemand door aanraking opzettelijk zeer doen.	1.0 als liefkozing met een strijkende beweging zacht aanraken; zacht over iets heen strijken om een aangenaam gevoel op te wekken; het geven van een aai of van meerdere aaien	none
aaien	verb	3 Ironisch: Iemand door aanraking opzettelijk zeer doen.	2.0 licht aanraken; zacht over iets heen strijken	none
aaien	verb	3 Ironisch: Iemand door aanraking opzettelijk zeer doen.	2.1 op een zachte of kriebelende manier in contact komen; zacht over iets heen strijken; licht aanraken	none
aaien	verb	2 De aanhalingen geven geen voorbeelden van overdrachtelijk gebruik, maar van gebruik in figuurlijk verband. Plaats als synoniem van vleien.	1.0 als liefkozing met een strijkende beweging zacht aanraken; zacht over iets heen strijken om een aangenaam gevoel op te wekken; het geven van een aai of van meerdere aaien	none
aaien	verb	2 De aanhalingen geven geen voorbeelden van overdrachtelijk gebruik, maar van gebruik in figuurlijk verband. Plaats als synoniem van vleien.	2.0 licht aanraken; zacht over iets heen strijken	none
aaien	verb	2 De aanhalingen geven geen voorbeelden van overdrachtelijk gebruik, maar van gebruik in figuurlijk verband. Plaats als synoniem van vleien.	2.1 op een zachte of kriebelende manier in contact komen; zacht over iets heen strijken; licht aanraken	none
eten	verb	A Bedr.	1.0 iets als voedsel tot zich nemen; iets opeten; iets nuttigen	none
eten	verb	A Bedr.	1.1 zich door te eten op de hals halen; door te eten krijgen; te veel eten	none
eten	verb	A Bedr.	2.0 voedsel tot zich nemen	none
eten	verb	A Bedr.	2.1 zich door te eten in een bepaalde toestand brengen; te veel eten	none
eten	verb	A Bedr.	3.0 een maaltijd gebruiken	none
eten	verb	A.1 Als spijs tot zich nemen; tot zijn spijs hebben, zich voeden met.	1.0 iets als voedsel tot zich nemen; iets opeten; iets nuttigen	exact
