banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Assento, geralmente tosco, de ferro, madeira ou pedra, e de formas variadas.	related
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Escabelo.	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Mesa estreita e oblonga, sobre que trabalham certos artífices.	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Balcão de comércio.	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Baixio.	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Camada de pedra, numa pedreira.	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Sede.	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Tábua, em que se assentam os remadores.	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Compartimento hospitalar, onde se recebem os consulentes externos: o ferido foi curar-se ao banco do hospital.	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Estabelecimento de crédito, para transacções de fundos públicos ou particulares	none
banco	noun	Assento estreito e comprido, de material variável, com ou sem encosto, para várias pessoas. 	Edifício, onde se realizam essas transacções	none
banco	noun	banco dos réus. 1. Lugar destinado aos réus, no tribunal. 2. Situação em que se é objecto de acusação em tribunal. 	Assento, geralmente tosco, de ferro, madeira ou pedra, e de formas variadas.	none
banco	noun	banco dos réus. 1. Lugar destinado aos réus, no tribunal. 2. Situação em que se é objecto de acusação em tribunal. 	Escabelo.	none
banco	noun	banco dos réus. 1. Lugar destinado aos réus, no tribunal. 2. Situação em que se é objecto de acusação em tribunal. 	Mesa estreita e oblonga, sobre que trabalham certos artífices.	none
banco	noun	banco dos réus. 1. Lugar destinado aos réus, no tribunal. 2. Situação em que se é objecto de acusação em tribunal. 	Balcão de comércio.	none
