ajda	noun	kulturna rastlina z gostimi rdečkastimi ali belimi cvetovi v socvetjih in užitnimi semeni	ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	narrower
ajda	noun	kulturna rastlina z gostimi rdečkastimi ali belimi cvetovi v socvetjih in užitnimi semeni	ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	narrower
ajda	noun	semena te rastline kot hrana, jed	ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	narrower
ajda	noun	semena te rastline kot hrana, jed	ajda |kulturna rastlina z gostimi rdečkastimi ali belimi cveti v gostem socvetju ali njeno seme|	narrower
ajdov	adjective	ki je v zvezi z ajdo 1.	ajdov |ki se nanaša na ajdo|	exact
ajdov	adjective	ki je v zvezi z ajdo 1.	ajdov |ki se nanaša na ajdo|	exact
ajdov	adjective	ki je v zvezi z ajdo 1.	ajdov |ki se nanaša na ajdo|	exact
ajdov	adjective	ki je v zvezi z ajdo 1.	ajdov |ki se nanaša na ajdo|	exact
ajdov	adjective	ki je del ajde 1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je del ajde 1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je del ajde 1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je del ajde 1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je del ajde 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je del ajde 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je del ajde 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je del ajde 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	ajdov |ki se nanaša na ajdo|	narrower
ajdov	adjective	ki je iz ajde 1.1. ali vsebuje ajdo 1.1.	ajdov |ki se nanaša na ajdo|	narrower
balin	noun	najmanjša krogla pri balinanju, ki se ji je treba z večjimi kroglami čim bolj približati	balin |najmanjša krogla pri balinanju|	exact
balinanje	noun	šport, pri katerem se skuša zakotaliti kroglo čim bližje manjši kroglici ali s svojo kroglo zbiti nasprotnikovo	balinanje |(športna) igra, pri kateri se mečejo krogle k balinu|	exact
balinanje	noun	ta šport kot rekreativna dejavnost	balinanje |(športna) igra, pri kateri se mečejo krogle k balinu|	none
balinanje	noun	nepremišljeno, samovoljno delovanje, zlasti v svojo korist	balinanje |(športna) igra, pri kateri se mečejo krogle k balinu|	none
belica	noun	oljka s svetlo zelenimi plodovi, po izvoru iz Istre	češnja belica |svetla češnja ali drevo, ki jo rodi|	none
belica	noun	oljka s svetlo zelenimi plodovi, po izvoru iz Istre	belica |majhna srebrno bela sladkovodna riba|	none
belica	noun	oljka s svetlo zelenimi plodovi, po izvoru iz Istre	belica |majhna srebrno bela sladkovodna riba|	none
belica	noun	plodovi te oljke	češnja belica |svetla češnja ali drevo, ki jo rodi|	none
belica	noun	plodovi te oljke	belica |majhna srebrno bela sladkovodna riba|	none
belica	noun	plodovi te oljke	belica |majhna srebrno bela sladkovodna riba|	none
belica	noun	olje iz plodov te oljke	češnja belica |svetla češnja ali drevo, ki jo rodi|	none
belica	noun	olje iz plodov te oljke	belica |majhna srebrno bela sladkovodna riba|	none
belica	noun	olje iz plodov te oljke	belica |majhna srebrno bela sladkovodna riba|	none
belica	noun	majhna sladkovodna riba z dolgim tankim telesom in večjimi očmi, ki leže ikre v posebnem ovoju, da lahko preživijo tudi izven vode	češnja belica |svetla češnja ali drevo, ki jo rodi|	none
belica	noun	majhna sladkovodna riba z dolgim tankim telesom in večjimi očmi, ki leže ikre v posebnem ovoju, da lahko preživijo tudi izven vode	belica |majhna srebrno bela sladkovodna riba|	exact
belica	noun	majhna sladkovodna riba z dolgim tankim telesom in večjimi očmi, ki leže ikre v posebnem ovoju, da lahko preživijo tudi izven vode	belica |majhna srebrno bela sladkovodna riba|	exact
belouška	noun	nestrupena kača s svetlejšima pegama na zadnjem delu glave, ki živi zlasti ob vodi	belouška |nestrupena kača z belo pego za ušesi|	exact
bezeg	noun	grm ali nizko drevo z drobnimi rumenkasto belimi cvetovi v socvetjih in črnimi plodovi	bezeg |grm ali nizko drevo z zdravilnimi rumenkasto belimi cveti in črnimi jagodami|	exact
bezeg	noun	cvetovi ali plodovi te rastline, zlasti kot hrana, jed	bezeg |grm ali nizko drevo z zdravilnimi rumenkasto belimi cveti in črnimi jagodami|	none
bezgov	adjective	ki je v zvezi z bezgom 1.	bezgov |ki se nanaša na bezeg|	exact
bezgov	adjective	ki je v zvezi z bezgom 1.	bezgov |ki se nanaša na bezeg|	exact
bezgov	adjective	ki je v zvezi z bezgom 1.	bezgov |ki se nanaša na bezeg|	exact
bezgov	adjective	ki je del bezga 1.	bezgov |ki se nanaša na bezeg|	narrower
bezgov	adjective	ki je del bezga 1.	bezgov |ki se nanaša na bezeg|	narrower
bezgov	adjective	ki je del bezga 1.	bezgov |ki se nanaša na bezeg|	narrower
bezgov	adjective	ki je iz bezga 1.1. ali vsebuje bezeg 1.1.	bezgov |ki se nanaša na bezeg|	narrower
bezgov	adjective	ki je iz bezga 1.1. ali vsebuje bezeg 1.1.	bezgov |ki se nanaša na bezeg|	narrower
bezgov	adjective	ki je iz bezga 1.1. ali vsebuje bezeg 1.1.	bezgov |ki se nanaša na bezeg|	narrower
bivol	noun	večje divje ali udomačeno govedo z velikimi zakrivljenimi rogovi, ki živi zlasti v Aziji in Afriki	velik bel vol	none
bivol	noun	znamenje kitajskega horoskopa med podgano in tigrom	velik bel vol	none
bivol	noun	oseba, rojena v tem znamenju	velik bel vol	none
brin	noun	zimzeleni iglasti grm z drobnimi temno modrimi plodovi	brin |zimzelen iglast grm z drobnimi jagodami|	exact
brin	noun	plodovi tega grma	brin |zimzelen iglast grm z drobnimi jagodami|	none
brinje	noun	brinovo grmovje ali njegov del, zlasti veje	brinje |brinovo grmovje|	broader
brinje	noun	plodovi tega grmovja	brinje |brinovo grmovje|	none
brinov	adjective	ki je v zvezi z brinom 1.	brinov |ki se nanaša na brin|	exact
brinov	adjective	ki je v zvezi z brinom 1.	brinov |ki se nanaša na brin|	exact
brinov	adjective	ki je v zvezi z brinom 1.	brinov |ki se nanaša na brin|	exact
brinov	adjective	ki je del brina 1.	brinov |ki se nanaša na brin|	narrower
brinov	adjective	ki je del brina 1.	brinov |ki se nanaša na brin|	narrower
brinov	adjective	ki je del brina 1.	brinov |ki se nanaša na brin|	narrower
brinov	adjective	ki je iz brina 1.1. ali vsebuje brin 1.1.	brinov |ki se nanaša na brin|	narrower
brinov	adjective	ki je iz brina 1.1. ali vsebuje brin 1.1.	brinov |ki se nanaša na brin|	narrower
brinov	adjective	ki je iz brina 1.1. ali vsebuje brin 1.1.	brinov |ki se nanaša na brin|	narrower
brinovka	noun	severnoevropska ptica pevka z grahastim vzorcem po sprednjem delu trupa, sivim hrbtom in rjavimi krili	brinovka |palica iz brinovega lesa|	none
britof	noun	navadno ograjen prostor za pokopavanje umrlih	pokopališče |navadno ograjen prostor za pokopavanje mrličev|	exact
buča	noun	kulturna rastlina s plazečim se steblom in navadno užitnimi plodovi trebušaste oblike	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	narrower
buča	noun	kulturna rastlina s plazečim se steblom in navadno užitnimi plodovi trebušaste oblike	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	narrower
buča	noun	kulturna rastlina s plazečim se steblom in navadno užitnimi plodovi trebušaste oblike	[*buča], glava	none
buča	noun	plod te rastline	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	narrower
buča	noun	plod te rastline	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	narrower
buča	noun	plod te rastline	[*buča], glava	none
buča	noun	ta plod kot hrana, jed	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	ta plod kot hrana, jed	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	ta plod kot hrana, jed	[*buča], glava	none
buča	noun	posoda, steklenica trebušaste oblike	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	posoda, steklenica trebušaste oblike	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	posoda, steklenica trebušaste oblike	[*buča], glava	none
buča	noun	stekleni del svetila take oblike	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	stekleni del svetila take oblike	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	stekleni del svetila take oblike	[*buča], glava	none
buča	noun	glava, zlasti človeška	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	glava, zlasti človeška	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	glava, zlasti človeška	[*buča], glava	exact
buča	noun	neumen, naiven, nespameten človek	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
buča	noun	neumen, naiven, nespameten človek	buča |kulturna rastlina s plazečim se steblom ali njen debeli sad|	none
