adierazpen		ikur edota zenbakien bidezko edozein forma matematiko	adieraztea (ekintza eta ondorioa)	none
adierazpen		ikur edota zenbakien bidezko edozein forma matematiko	jendaurrean zerbait jakinaraziz egiten den hitzaldia edo izkribua	none
adierazpen		ikur edota zenbakien bidezko edozein forma matematiko	nork bere barnean duena adieraztea, bereziki, hizkuntzaren bidez	none
adierazpen		ikur edota zenbakien bidezko edozein forma matematiko	(Mat.) ikur edota zenbakien bidezko edozein forma matematiko	exact
adierazpen		nork bere barnean duena adieraztea, bereziki hizkuntzaren bidez	adieraztea (ekintza eta ondorioa)	none
adierazpen		nork bere barnean duena adieraztea, bereziki hizkuntzaren bidez	jendaurrean zerbait jakinaraziz egiten den hitzaldia edo izkribua	none
adierazpen		nork bere barnean duena adieraztea, bereziki hizkuntzaren bidez	nork bere barnean duena adieraztea, bereziki, hizkuntzaren bidez	exact
adierazpen		nork bere barnean duena adieraztea, bereziki hizkuntzaren bidez	(Mat.) ikur edota zenbakien bidezko edozein forma matematiko	none
adierazpen		legezko esparruetan egiten den baieztapena	adieraztea (ekintza eta ondorioa)	none
adierazpen		legezko esparruetan egiten den baieztapena	jendaurrean zerbait jakinaraziz egiten den hitzaldia edo izkribua	none
adierazpen		legezko esparruetan egiten den baieztapena	nork bere barnean duena adieraztea, bereziki, hizkuntzaren bidez	none
adierazpen		legezko esparruetan egiten den baieztapena	(Mat.) ikur edota zenbakien bidezko edozein forma matematiko	none
adierazpen		deklaratu edo baieztatzen den mezua, jendarte edo gertaeren inguruko ahozko ala idatzizko komunikazioa	adieraztea (ekintza eta ondorioa)	none
adierazpen		deklaratu edo baieztatzen den mezua, jendarte edo gertaeren inguruko ahozko ala idatzizko komunikazioa	jendaurrean zerbait jakinaraziz egiten den hitzaldia edo izkribua	narrower
adierazpen		deklaratu edo baieztatzen den mezua, jendarte edo gertaeren inguruko ahozko ala idatzizko komunikazioa	nork bere barnean duena adieraztea, bereziki, hizkuntzaren bidez	none
adierazpen		deklaratu edo baieztatzen den mezua, jendarte edo gertaeren inguruko ahozko ala idatzizko komunikazioa	(Mat.) ikur edota zenbakien bidezko edozein forma matematiko	none
adierazpen		norbaitek edo zerbaitek adierazteko sortzen duen gauza hautemangarria	adieraztea (ekintza eta ondorioa)	none
adierazpen		norbaitek edo zerbaitek adierazteko sortzen duen gauza hautemangarria	jendaurrean zerbait jakinaraziz egiten den hitzaldia edo izkribua	narrower
adierazpen		norbaitek edo zerbaitek adierazteko sortzen duen gauza hautemangarria	nork bere barnean duena adieraztea, bereziki, hizkuntzaren bidez	none
adierazpen		norbaitek edo zerbaitek adierazteko sortzen duen gauza hautemangarria	(Mat.) ikur edota zenbakien bidezko edozein forma matematiko	none
adierazpen		jendaurrean zerbait jakinaraziz egiten den izkribua	adieraztea (ekintza eta ondorioa)	none
adierazpen		jendaurrean zerbait jakinaraziz egiten den izkribua	jendaurrean zerbait jakinaraziz egiten den hitzaldia edo izkribua	narrower
adierazpen		jendaurrean zerbait jakinaraziz egiten den izkribua	nork bere barnean duena adieraztea, bereziki, hizkuntzaren bidez	none
adierazpen		jendaurrean zerbait jakinaraziz egiten den izkribua	(Mat.) ikur edota zenbakien bidezko edozein forma matematiko	none
adin		bizia banatzen den azken zatia edo adina: zahartzaroa	norbaiti edo zerbaiti buruz, jaio edo eratu zenetik igaro den denbora	none
adin		bizia banatzen den azken zatia edo adina: zahartzaroa	giza bizitza denbora-jarraitutasuntzat hartua	none
adin		bizia banatzen den azken zatia edo adina: zahartzaroa	bizitza banatzen den zati bakoitza	narrower
adin		bizitza banatzen den zati bakoitza	norbaiti edo zerbaiti buruz, jaio edo eratu zenetik igaro den denbora	none
adin		bizitza banatzen den zati bakoitza	giza bizitza denbora-jarraitutasuntzat hartua	none
adin		bizitza banatzen den zati bakoitza	bizitza banatzen den zati bakoitza	exact
adin		norbaiti edo zerbaiti buruz, jaio edo eratu zenetik igaro den denbora	norbaiti edo zerbaiti buruz, jaio edo eratu zenetik igaro den denbora	exact
adin		norbaiti edo zerbaiti buruz, jaio edo eratu zenetik igaro den denbora	giza bizitza denbora-jarraitutasuntzat hartua	none
adin		norbaiti edo zerbaiti buruz, jaio edo eratu zenetik igaro den denbora	bizitza banatzen den zati bakoitza	none
aginte		zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	aginpidea	none
aginte		zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	agindua	none
aginte		zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	exact
aginte		zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	(Mil.) agindu dezaketenen multzoa, agintaritza	none
aginte		ofizial bakar baten ardurapeko lurraldea edo unitate militarra	aginpidea	none
aginte		ofizial bakar baten ardurapeko lurraldea edo unitate militarra	agindua	none
aginte		ofizial bakar baten ardurapeko lurraldea edo unitate militarra	zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	none
aginte		ofizial bakar baten ardurapeko lurraldea edo unitate militarra	(Mil.) agindu dezaketenen multzoa, agintaritza	narrower
aginte		norbaitek, duen eskuaz baliaturik, egin behar dena esan edo adieraztea	aginpidea	none
aginte		norbaitek, duen eskuaz baliaturik, egin behar dena esan edo adieraztea	agindua	narrower
aginte		norbaitek, duen eskuaz baliaturik, egin behar dena esan edo adieraztea	zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	none
aginte		norbaitek, duen eskuaz baliaturik, egin behar dena esan edo adieraztea	(Mil.) agindu dezaketenen multzoa, agintaritza	none
aginte		agintzeko boterea edo eskua duenaren posizioa	aginpidea	none
aginte		agintzeko boterea edo eskua duenaren posizioa	agindua	none
aginte		agintzeko boterea edo eskua duenaren posizioa	zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	none
aginte		agintzeko boterea edo eskua duenaren posizioa	(Mil.) agindu dezaketenen multzoa, agintaritza	broader
aginte		legebiltzarrak legegintzan diharduen denbora-bitartea, hauteskunde-prozesuez mugatua dena	aginpidea	none
aginte		legebiltzarrak legegintzan diharduen denbora-bitartea, hauteskunde-prozesuez mugatua dena	agindua	none
aginte		legebiltzarrak legegintzan diharduen denbora-bitartea, hauteskunde-prozesuez mugatua dena	zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	none
aginte		legebiltzarrak legegintzan diharduen denbora-bitartea, hauteskunde-prozesuez mugatua dena	(Mil.) agindu dezaketenen multzoa, agintaritza	none
ahots		abeslaria	laringeko kordak dardaratzen direnean sortzen den soinua. Hizketa eta kantuaren oinarri fisikoa da	none
ahots		abeslaria	hitz egin edo kantatzen duen pertsona	narrower
