малявка	noun	Очень маленькая рыбка.	0|То же, что малек.	none
малявка	noun	Очень маленькая рыбка.	1|О ребенке или человеке маленького роста.	none
малявка	noun	О человекемаленького роста или о ребенке.	0|То же, что малек.	none
малявка	noun	О человекемаленького роста или о ребенке.	1|О ребенке или человеке маленького роста.	none
бзик	noun	Странность, причуда.	0|Странность, причуда.	none
максимальный	adjective	Наибольший в ряду других, предельный.	0|Самый большой, наибольший в ряду других, предельный.	none
прятать	verb	Убирать, помещать вскрытое, неизвестное другим место или под запор; вообще убирать в надежное, место для сохранности.	0|Помещать в тайное место, укрытие, чтобы другие не могли найти, заметить.	none
прятать	verb	Убирать, помещать вскрытое, неизвестное другим место или под запор; вообще убирать в надежное, место для сохранности.	1|Помещать, класть куда-л. для сохранности, предохранения от чего-л.	none
прятать	verb	Жестом прикрывать, закрывать чем-н.	0|Помещать в тайное место, укрытие, чтобы другие не могли найти, заметить.	none
прятать	verb	Жестом прикрывать, закрывать чем-н.	1|Помещать, класть куда-л. для сохранности, предохранения от чего-л.	none
прятать	verb	Скрывать, стараться не обнаружить.	0|Помещать в тайное место, укрытие, чтобы другие не могли найти, заметить.	none
прятать	verb	Скрывать, стараться не обнаружить.	1|Помещать, класть куда-л. для сохранности, предохранения от чего-л.	none
религия	noun	Одна из форм общественного сознания – совокупность духовных представлений, основывающихся на вере в сверхъестественные силы и существа (богов, духов), к-рые являются предметом поклонения.	0|Мировоззрение, несовместимое с научным миропониманием, основанное на вере в существование бога, сверхъестественных сил, управляющих миром.	none
религия	noun	Одна из форм общественного сознания – совокупность духовных представлений, основывающихся на вере в сверхъестественные силы и существа (богов, духов), к-рые являются предметом поклонения.	1|||Та или иная вера; вероисповедание.	none
религия	noun	Одна из форм общественного сознания – совокупность духовных представлений, основывающихся на вере в сверхъестественные силы и существа (богов, духов), к-рые являются предметом поклонения.	2|То, чему поклоняются, во что слепо верят.	none
религия	noun	Одно из направлений такого общественного сознания. Мировые религии (буддизм, ислам, христианство).	0|Мировоззрение, несовместимое с научным миропониманием, основанное на вере в существование бога, сверхъестественных сил, управляющих миром.	none
религия	noun	Одно из направлений такого общественного сознания. Мировые религии (буддизм, ислам, христианство).	1|||Та или иная вера; вероисповедание.	none
религия	noun	Одно из направлений такого общественного сознания. Мировые религии (буддизм, ислам, христианство).	2|То, чему поклоняются, во что слепо верят.	none
религия	noun	Сложившиеся непоколебимые убеждения, безусловная преданность какой-н. идее, принципу, нравственному закону, ценности.	0|Мировоззрение, несовместимое с научным миропониманием, основанное на вере в существование бога, сверхъестественных сил, управляющих миром.	none
религия	noun	Сложившиеся непоколебимые убеждения, безусловная преданность какой-н. идее, принципу, нравственному закону, ценности.	1|||Та или иная вера; вероисповедание.	none
религия	noun	Сложившиеся непоколебимые убеждения, безусловная преданность какой-н. идее, принципу, нравственному закону, ценности.	2|То, чему поклоняются, во что слепо верят.	none
щи	noun	Жидкое кушанье, род супа из капусты или щавеля, шпината.	0|Жидкое кушанье из рубленой капусты, а также из щавеля, шпината и т. п.	none
завтра	adverb	На следующий день после сегодняшнего.	0|На следующий день после сегодняшнего.	none
завтра	adverb	На следующий день после сегодняшнего.	1||| В недалеком будущем, скоро.	none
завтра	adverb	В недалеком будущем.	0|На следующий день после сегодняшнего.	none
завтра	adverb	В недалеком будущем.	1||| В недалеком будущем, скоро.	none
фаянс	noun	Мелкопористый, обычно белый керамический материал, по составу напоминающий фарфор.	0|Искусственно приготовляемая минеральная масса из особых сортов глины с примесью гипса и других веществ, идущая на керамические изделия.	none
фаянс	noun	Мелкопористый, обычно белый керамический материал, по составу напоминающий фарфор.	1|Изделия из такой массы, обожженные и докрытые глазурью.	none
